Kind,Name,File,CountClassCoupled,CountDeclMethod,CountDeclMethodAll,CountClassDerived,CountLineCode,SumCyclomatic,PercentLackOfCohesion,MaxInheritanceTree,Path,class_frequency,will_change,number_of_changes,release
Public Class,org.apache.tools.ant.taskdefs.AptTest,AptTest.java,1.0,10.0,42.0,0.0,39.0,15,0.0,3.0,org.apache.tools.ant.taskdefs.AptTest.AptTest.java,1,0,0,7
Public Class,org.apache.tools.ant.taskdefs.Available,Available.java,9.0,20.0,59.0,0.0,282.0,57,86.0,3.0,org.apache.tools.ant.taskdefs.Available.Available.java,7,1,6,7
Public Static Class,org.apache.tools.ant.taskdefs.Available.FileDir,Available.java,0.0,3.0,12.0,0.0,12.0,50,0.0,2.0,org.apache.tools.ant.taskdefs.Available.FileDir.Available.java,3,0,6,7
Public Class,org.apache.tools.ant.taskdefs.AvailableTest,AvailableTest.java,1.0,31.0,63.0,0.0,118.0,36,0.0,3.0,org.apache.tools.ant.taskdefs.AvailableTest.AvailableTest.java,6,0,7,7
Public Class,org.apache.tools.ant.taskdefs.BUnzip2,BUnzip2.java,4.0,3.0,54.0,0.0,48.0,56,0.0,4.0,org.apache.tools.ant.taskdefs.BUnzip2.BUnzip2.java,3,0,7,7
Public Class,org.apache.tools.ant.taskdefs.BUnzip2Test,BUnzip2Test.java,2.0,7.0,39.0,0.0,28.0,11,0.0,3.0,org.apache.tools.ant.taskdefs.BUnzip2Test.BUnzip2Test.java,3,0,7,7
Public Class,org.apache.tools.ant.taskdefs.BZip2,BZip2.java,3.0,2.0,54.0,0.0,21.0,5,0.0,4.0,org.apache.tools.ant.taskdefs.BZip2.BZip2.java,3,0,7,7
Public Class,org.apache.tools.ant.taskdefs.BZip2Test,BZip2Test.java,3.0,6.0,38.0,0.0,55.0,18,0.0,3.0,org.apache.tools.ant.taskdefs.BZip2Test.BZip2Test.java,3,1,7,7
Public Class,org.apache.tools.ant.taskdefs.Basename,Basename.java,2.0,4.0,43.0,0.0,32.0,47,50.0,3.0,org.apache.tools.ant.taskdefs.Basename.Basename.java,3,0,6,7
Public Class,org.apache.tools.ant.taskdefs.BasenameTest,BasenameTest.java,1.0,11.0,43.0,0.0,47.0,4,0.0,3.0,org.apache.tools.ant.taskdefs.BasenameTest.BasenameTest.java,3,0,6,7
Public Class,org.apache.tools.ant.taskdefs.BuildNumber,BuildNumber.java,3.0,5.0,44.0,0.0,94.0,52,0.0,3.0,org.apache.tools.ant.taskdefs.BuildNumber.BuildNumber.java,3,0,7,7
Public Class,org.apache.tools.ant.taskdefs.CVSPass,CVSPass.java,3.0,6.0,45.0,0.0,87.0,41,66.0,3.0,org.apache.tools.ant.taskdefs.CVSPass.CVSPass.java,4,1,6,7
Public Class,org.apache.tools.ant.taskdefs.CVSPassTest,CVSPassTest.java,1.0,9.0,41.0,0.0,75.0,5,55.0,3.0,org.apache.tools.ant.taskdefs.CVSPassTest.CVSPassTest.java,4,0,6,7
Public Class,org.apache.tools.ant.taskdefs.CallTarget,CallTarget.java,7.0,14.0,53.0,0.0,97.0,20,66.0,3.0,org.apache.tools.ant.taskdefs.CallTarget.CallTarget.java,6,0,7,7
Public Class,org.apache.tools.ant.taskdefs.CallTargetTest,CallTargetTest.java,1.0,9.0,41.0,0.0,33.0,18,0.0,3.0,org.apache.tools.ant.taskdefs.CallTargetTest.CallTargetTest.java,2,0,6,7
Public Class,org.apache.tools.ant.taskdefs.Checksum,Checksum.java,10.0,23.0,103.0,0.0,383.0,56,87.0,4.0,org.apache.tools.ant.taskdefs.Checksum.Checksum.java,3,1,7,7
Private Static Class,org.apache.tools.ant.taskdefs.Checksum.FileUnion,Checksum.java,3.0,2.0,48.0,0.0,11.0,0,0.0,5.0,org.apache.tools.ant.taskdefs.Checksum.FileUnion.Checksum.java,1,0,0,7
Public Static Class,org.apache.tools.ant.taskdefs.Checksum.FormatElement,Checksum.java,0.0,4.0,13.0,0.0,25.0,72,75.0,2.0,org.apache.tools.ant.taskdefs.Checksum.FormatElement.Checksum.java,1,0,0,7
Public Class,org.apache.tools.ant.taskdefs.ChecksumTest,ChecksumTest.java,0.0,16.0,48.0,0.0,50.0,4,0.0,3.0,org.apache.tools.ant.taskdefs.ChecksumTest.ChecksumTest.java,3,0,7,7
Public Class,org.apache.tools.ant.taskdefs.Chmod,Chmod.java,9.0,18.0,131.0,0.0,103.0,4,62.0,5.0,org.apache.tools.ant.taskdefs.Chmod.Chmod.java,7,1,6,7
Public Class,org.apache.tools.ant.taskdefs.Classloader,Classloader.java,6.0,10.0,49.0,0.0,98.0,92,74.0,3.0,org.apache.tools.ant.taskdefs.Classloader.Classloader.java,1,1,0,7
Public Class,org.apache.tools.ant.taskdefs.Concat,Concat.java,24.0,29.0,68.0,0.0,536.0,49,89.0,3.0,org.apache.tools.ant.taskdefs.Concat.Concat.java,3,1,7,7
Anonymous Class,org.apache.tools.ant.taskdefs.Concat.(Anon_1),Concat.java,2.0,1.0,1.0,0.0,7.0,0,0.0,1.0,org.apache.tools.ant.taskdefs.Concat.(Anon_1).Concat.java,1,0,0,7
Anonymous Class,org.apache.tools.ant.taskdefs.Concat.(Anon_2),Concat.java,0.0,1.0,1.0,0.0,4.0,0,0.0,1.0,org.apache.tools.ant.taskdefs.Concat.(Anon_2).Concat.java,1,0,0,7
Private Class,org.apache.tools.ant.taskdefs.Concat.ConcatResource,Concat.java,5.0,3.0,62.0,0.0,50.0,0,0.0,4.0,org.apache.tools.ant.taskdefs.Concat.ConcatResource.Concat.java,1,1,0,7
Private Class,org.apache.tools.ant.taskdefs.Concat.MultiReader,Concat.java,2.0,9.0,9.0,0.0,119.0,26,72.0,2.0,org.apache.tools.ant.taskdefs.Concat.MultiReader.Concat.java,2,0,7,7
Public Static Class,org.apache.tools.ant.taskdefs.Concat.TextElement,Concat.java,3.0,8.0,18.0,0.0,77.0,49,72.0,2.0,org.apache.tools.ant.taskdefs.Concat.TextElement.Concat.java,2,0,7,7
Public Class,org.apache.tools.ant.taskdefs.ConcatTest,ConcatTest.java,2.0,27.0,59.0,0.0,153.0,37,0.0,3.0,org.apache.tools.ant.taskdefs.ConcatTest.ConcatTest.java,3,1,7,7
Public Class,org.apache.tools.ant.taskdefs.ConditionTask,ConditionTask.java,3.0,5.0,40.0,0.0,44.0,91,60.0,3.0,org.apache.tools.ant.taskdefs.ConditionTask.ConditionTask.java,4,1,7,7
Public Class,org.apache.tools.ant.taskdefs.ConditionTest,ConditionTest.java,0.0,53.0,85.0,0.0,180.0,8,0.0,3.0,org.apache.tools.ant.taskdefs.ConditionTest.ConditionTest.java,3,0,7,7
Public Class,org.apache.tools.ant.taskdefs.Copy,Copy.java,18.0,46.0,85.0,2.0,594.0,52,91.0,3.0,org.apache.tools.ant.taskdefs.Copy.Copy.java,6,1,7,7
Anonymous Class,org.apache.tools.ant.taskdefs.Copy.buildMap.(Anon_1),Copy.java,3.0,1.0,1.0,0.0,4.0,0,0.0,1.0,org.apache.tools.ant.taskdefs.Copy.buildMap.(Anon_1).Copy.java,1,0,0,7
Public Class,org.apache.tools.ant.taskdefs.CopyPath,CopyPath.java,6.0,9.0,48.0,0.0,86.0,76,73.0,3.0,org.apache.tools.ant.taskdefs.CopyPath.CopyPath.java,1,1,0,7
Public Class,org.apache.tools.ant.taskdefs.CopyTest,CopyTest.java,2.0,27.0,59.0,0.0,165.0,5,0.0,3.0,org.apache.tools.ant.taskdefs.CopyTest.CopyTest.java,4,0,7,7
Public Class,org.apache.tools.ant.taskdefs.Copydir,Copydir.java,4.0,7.0,87.0,0.0,83.0,45,69.0,4.0,org.apache.tools.ant.taskdefs.Copydir.Copydir.java,7,0,6,7
Public Class,org.apache.tools.ant.taskdefs.CopydirTest,CopydirTest.java,0.0,9.0,41.0,0.0,33.0,9,0.0,3.0,org.apache.tools.ant.taskdefs.CopydirTest.CopydirTest.java,6,0,6,7
Public Class,org.apache.tools.ant.taskdefs.Copyfile,Copyfile.java,2.0,5.0,44.0,0.0,46.0,67,60.0,3.0,org.apache.tools.ant.taskdefs.Copyfile.Copyfile.java,7,0,6,7
Public Class,org.apache.tools.ant.taskdefs.CopyfileTest,CopyfileTest.java,0.0,9.0,41.0,0.0,35.0,6,0.0,3.0,org.apache.tools.ant.taskdefs.CopyfileTest.CopyfileTest.java,6,0,6,7
Public Class,org.apache.tools.ant.taskdefs.Cvs,Cvs.java,0.0,1.0,83.0,0.0,4.0,0,0.0,4.0,org.apache.tools.ant.taskdefs.Cvs.Cvs.java,7,0,6,7
Public Abstract Class,org.apache.tools.ant.taskdefs.DefBase,DefBase.java,7.0,13.0,56.0,3.0,56.0,27,84.0,4.0,org.apache.tools.ant.taskdefs.DefBase.DefBase.java,2,0,6,7
Public Class,org.apache.tools.ant.taskdefs.DefaultExcludes,DefaultExcludes.java,4.0,5.0,44.0,0.0,47.0,74,64.0,3.0,org.apache.tools.ant.taskdefs.DefaultExcludes.DefaultExcludes.java,2,0,7,7
Public Class,org.apache.tools.ant.taskdefs.DefaultExcludesTest,DefaultExcludesTest.java,2.0,7.0,39.0,0.0,74.0,26,0.0,3.0,org.apache.tools.ant.taskdefs.DefaultExcludesTest.DefaultExcludesTest.java,2,1,6,7
Public Abstract Class,org.apache.tools.ant.taskdefs.Definer,Definer.java,13.0,23.0,79.0,2.0,358.0,55,86.0,5.0,org.apache.tools.ant.taskdefs.Definer.Definer.java,4,1,7,7
Public Static Class,org.apache.tools.ant.taskdefs.Definer.Format,Definer.java,0.0,1.0,10.0,0.0,6.0,67,0.0,2.0,org.apache.tools.ant.taskdefs.Definer.Format.Definer.java,2,0,6,7
Public Static Class,org.apache.tools.ant.taskdefs.Definer.OnError,Definer.java,0.0,3.0,12.0,0.0,16.0,81,0.0,2.0,org.apache.tools.ant.taskdefs.Definer.OnError.Definer.java,2,0,7,7
Private Static Class,org.apache.tools.ant.taskdefs.Definer.ResourceStack,Definer.java,0.0,2.0,2.0,0.0,8.0,0,0.0,2.0,org.apache.tools.ant.taskdefs.Definer.ResourceStack.Definer.java,2,0,6,7
Anonymous Class,org.apache.tools.ant.taskdefs.Definer.execute.(Anon_1),Definer.java,1.0,2.0,2.0,0.0,13.0,0,0.0,2.0,org.apache.tools.ant.taskdefs.Definer.execute.(Anon_1).Definer.java,2,0,6,7
Public Class,org.apache.tools.ant.taskdefs.Delete,Delete.java,36.0,44.0,124.0,0.0,388.0,61,86.0,4.0,org.apache.tools.ant.taskdefs.Delete.Delete.java,7,1,7,7
Private Static Class,org.apache.tools.ant.taskdefs.Delete.ReverseDirs,Delete.java,1.0,4.0,4.0,0.0,19.0,0,37.0,1.0,org.apache.tools.ant.taskdefs.Delete.ReverseDirs.Delete.java,1,1,0,7
Anonymous Class,org.apache.tools.ant.taskdefs.Delete.ReverseDirs.(Anon_1),Delete.java,0.0,1.0,1.0,0.0,4.0,0,0.0,2.0,org.apache.tools.ant.taskdefs.Delete.ReverseDirs.(Anon_1).Delete.java,1,0,0,7
Public Class,org.apache.tools.ant.taskdefs.DeleteTest,DeleteTest.java,0.0,19.0,51.0,0.0,59.0,5,0.0,3.0,org.apache.tools.ant.taskdefs.DeleteTest.DeleteTest.java,6,0,7,7
Public Class,org.apache.tools.ant.taskdefs.Deltree,Deltree.java,1.0,3.0,42.0,0.0,49.0,51,33.0,3.0,org.apache.tools.ant.taskdefs.Deltree.Deltree.java,7,0,6,7
Public Class,org.apache.tools.ant.taskdefs.DeltreeTest,DeltreeTest.java,0.0,4.0,36.0,0.0,14.0,21,0.0,3.0,org.apache.tools.ant.taskdefs.DeltreeTest.DeltreeTest.java,6,0,6,7
Public Class,org.apache.tools.ant.taskdefs.DemuxOutputTask,DemuxOutputTask.java,1.0,3.0,42.0,0.0,37.0,22,33.0,3.0,org.apache.tools.ant.taskdefs.DemuxOutputTask.DemuxOutputTask.java,3,0,6,7
Public Class,org.apache.tools.ant.taskdefs.DependSet,DependSet.java,22.0,12.0,92.0,0.0,122.0,59,75.0,4.0,org.apache.tools.ant.taskdefs.DependSet.DependSet.java,4,1,7,7
Private Static Class,org.apache.tools.ant.taskdefs.DependSet.HideMissingBasedir,DependSet.java,2.0,5.0,5.0,0.0,20.0,5,19.0,1.0,org.apache.tools.ant.taskdefs.DependSet.HideMissingBasedir.DependSet.java,1,0,0,7
Private Static Class,org.apache.tools.ant.taskdefs.DependSet.NonExistent,DependSet.java,1.0,1.0,47.0,0.0,6.0,0,0.0,5.0,org.apache.tools.ant.taskdefs.DependSet.NonExistent.DependSet.java,1,0,0,7
Public Class,org.apache.tools.ant.taskdefs.Description,Description.java,2.0,4.0,43.0,0.0,14.0,64,25.0,3.0,org.apache.tools.ant.taskdefs.Description.Description.java,2,0,6,7
Public Class,org.apache.tools.ant.taskdefs.DiagnosticsTask,DiagnosticsTask.java,2.0,1.0,40.0,0.0,6.0,50,0.0,3.0,org.apache.tools.ant.taskdefs.DiagnosticsTask.DiagnosticsTask.java,1,0,0,7
Public Class,org.apache.tools.ant.taskdefs.Dirname,Dirname.java,2.0,3.0,42.0,0.0,21.0,52,33.0,3.0,org.apache.tools.ant.taskdefs.Dirname.Dirname.java,3,1,6,7
Public Class,org.apache.tools.ant.taskdefs.DirnameTest,DirnameTest.java,2.0,7.0,39.0,0.0,37.0,5,0.0,3.0,org.apache.tools.ant.taskdefs.DirnameTest.DirnameTest.java,3,0,7,7
Public Class,org.apache.tools.ant.taskdefs.DynamicTask,DynamicTask.java,2.0,3.0,42.0,0.0,18.0,0,0.0,3.0,org.apache.tools.ant.taskdefs.DynamicTask.DynamicTask.java,3,0,6,7
Public Class,org.apache.tools.ant.taskdefs.DynamicTask.Sub,DynamicTask.java,2.0,2.0,2.0,0.0,8.0,0,0.0,1.0,org.apache.tools.ant.taskdefs.DynamicTask.Sub.DynamicTask.java,3,0,6,7
Public Class,org.apache.tools.ant.taskdefs.DynamicTest,DynamicTest.java,1.0,3.0,35.0,0.0,15.0,0,0.0,3.0,org.apache.tools.ant.taskdefs.DynamicTest.DynamicTest.java,3,0,6,7
Public Class,org.apache.tools.ant.taskdefs.Ear,Ear.java,6.0,7.0,172.0,0.0,62.0,84,64.0,6.0,org.apache.tools.ant.taskdefs.Ear.Ear.java,4,0,7,7
Public Class,org.apache.tools.ant.taskdefs.Echo,Echo.java,5.0,7.0,46.0,0.0,49.0,16,68.0,3.0,org.apache.tools.ant.taskdefs.Echo.Echo.java,7,1,7,7
Public Static Class,org.apache.tools.ant.taskdefs.Echo.EchoLevel,Echo.java,0.0,0.0,13.0,0.0,2.0,50,0.0,3.0,org.apache.tools.ant.taskdefs.Echo.EchoLevel.Echo.java,5,0,7,7
Public Class,org.apache.tools.ant.taskdefs.EchoTest,EchoTest.java,2.0,12.0,44.0,0.0,59.0,17,0.0,3.0,org.apache.tools.ant.taskdefs.EchoTest.EchoTest.java,6,1,7,7
Private Class,org.apache.tools.ant.taskdefs.EchoTest.EchoTestLogger,EchoTest.java,1.0,2.0,21.0,0.0,12.0,50,50.0,2.0,org.apache.tools.ant.taskdefs.EchoTest.EchoTestLogger.EchoTest.java,1,0,0,7
Public Class,org.apache.tools.ant.taskdefs.EchoXML,EchoXML.java,5.0,3.0,18.0,0.0,33.0,70,33.0,3.0,org.apache.tools.ant.taskdefs.EchoXML.EchoXML.java,1,1,0,7
Public Class,org.apache.tools.ant.taskdefs.EchoXMLTest,EchoXMLTest.java,0.0,6.0,38.0,0.0,20.0,0,0.0,3.0,org.apache.tools.ant.taskdefs.EchoXMLTest.EchoXMLTest.java,1,0,0,7
Public Class,org.apache.tools.ant.taskdefs.Exec,Exec.java,4.0,10.0,49.0,0.0,144.0,51,78.0,3.0,org.apache.tools.ant.taskdefs.Exec.Exec.java,7,0,6,7
Class,org.apache.tools.ant.taskdefs.Exec.StreamPumper,Exec.java,1.0,3.0,3.0,0.0,33.0,6,22.0,2.0,org.apache.tools.ant.taskdefs.Exec.StreamPumper.Exec.java,7,0,6,7
Public Class,org.apache.tools.ant.taskdefs.ExecTask,ExecTask.java,14.0,43.0,82.0,1.0,330.0,89,92.0,3.0,org.apache.tools.ant.taskdefs.ExecTask.ExecTask.java,6,1,7,7
Public Class,org.apache.tools.ant.taskdefs.ExecTaskTest,ExecTaskTest.java,4.0,37.0,69.0,0.0,381.0,5,96.0,3.0,org.apache.tools.ant.taskdefs.ExecTaskTest.ExecTaskTest.java,2,1,7,7
Private Static Class,org.apache.tools.ant.taskdefs.ExecTaskTest.MonitoredBuild,ExecTaskTest.java,3.0,8.0,8.0,0.0,45.0,9,73.0,1.0,org.apache.tools.ant.taskdefs.ExecTaskTest.MonitoredBuild.ExecTaskTest.java,2,0,6,7
Private Class,org.apache.tools.ant.taskdefs.ExecTaskTest.MonitoredBuildListener,ExecTaskTest.java,3.0,7.0,7.0,0.0,19.0,0,0.0,1.0,org.apache.tools.ant.taskdefs.ExecTaskTest.MonitoredBuildListener.ExecTaskTest.java,2,0,6,7
Public Class,org.apache.tools.ant.taskdefs.Execute,Execute.java,21.0,30.0,30.0,1.0,638.0,74,93.0,1.0,org.apache.tools.ant.taskdefs.Execute.Execute.java,6,1,6,7
Private Static Class,org.apache.tools.ant.taskdefs.Execute.CommandLauncher,Execute.java,2.0,2.0,2.0,2.0,18.0,61,0.0,1.0,org.apache.tools.ant.taskdefs.Execute.CommandLauncher.Execute.java,6,0,6,7
Private Static Class,org.apache.tools.ant.taskdefs.Execute.CommandLauncherProxy,Execute.java,1.0,2.0,4.0,5.0,10.0,50,0.0,2.0,org.apache.tools.ant.taskdefs.Execute.CommandLauncherProxy.Execute.java,6,0,6,7
Private Static Class,org.apache.tools.ant.taskdefs.Execute.Java13CommandLauncher,Execute.java,3.0,2.0,4.0,1.0,30.0,63,0.0,2.0,org.apache.tools.ant.taskdefs.Execute.Java13CommandLauncher.Execute.java,6,1,7,7
Private Static Class,org.apache.tools.ant.taskdefs.Execute.MacCommandLauncher,Execute.java,2.0,2.0,6.0,0.0,17.0,88,0.0,3.0,org.apache.tools.ant.taskdefs.Execute.MacCommandLauncher.Execute.java,6,0,6,7
Private Static Class,org.apache.tools.ant.taskdefs.Execute.OS2CommandLauncher,Execute.java,1.0,2.0,6.0,0.0,28.0,82,0.0,3.0,org.apache.tools.ant.taskdefs.Execute.OS2CommandLauncher.Execute.java,3,0,6,7
Private Static Class,org.apache.tools.ant.taskdefs.Execute.PerlScriptCommandLauncher,Execute.java,4.0,2.0,6.0,0.0,36.0,53,0.0,3.0,org.apache.tools.ant.taskdefs.Execute.PerlScriptCommandLauncher.Execute.java,3,0,7,7
Private Static Class,org.apache.tools.ant.taskdefs.Execute.ScriptCommandLauncher,Execute.java,4.0,2.0,6.0,0.0,34.0,50,0.0,3.0,org.apache.tools.ant.taskdefs.Execute.ScriptCommandLauncher.Execute.java,6,0,7,7
Private Static Class,org.apache.tools.ant.taskdefs.Execute.VmsCommandLauncher,Execute.java,3.0,5.0,9.0,0.0,64.0,58,0.0,3.0,org.apache.tools.ant.taskdefs.Execute.VmsCommandLauncher.Execute.java,2,0,7,7
Anonymous Class,org.apache.tools.ant.taskdefs.Execute.VmsCommandLauncher.deleteAfter.(Anon_2),Execute.java,2.0,1.0,1.0,0.0,9.0,11,0.0,2.0,org.apache.tools.ant.taskdefs.Execute.VmsCommandLauncher.deleteAfter.(Anon_2).Execute.java,1,0,0,7
Private Static Class,org.apache.tools.ant.taskdefs.Execute.WinNTCommandLauncher,Execute.java,1.0,2.0,6.0,0.0,26.0,77,0.0,3.0,org.apache.tools.ant.taskdefs.Execute.WinNTCommandLauncher.Execute.java,6,0,6,7
Anonymous Class,org.apache.tools.ant.taskdefs.Execute.spawn.(Anon_1),Execute.java,0.0,1.0,1.0,0.0,3.0,0,0.0,2.0,org.apache.tools.ant.taskdefs.Execute.spawn.(Anon_1).Execute.java,2,0,6,7
Public Class,org.apache.tools.ant.taskdefs.ExecuteJava,ExecuteJava.java,17.0,12.0,12.0,0.0,193.0,43,76.0,1.0,org.apache.tools.ant.taskdefs.ExecuteJava.ExecuteJava.java,6,0,7,7
Public Class,org.apache.tools.ant.taskdefs.ExecuteJavaTest,ExecuteJavaTest.java,9.0,8.0,8.0,0.0,78.0,17,54.0,2.0,org.apache.tools.ant.taskdefs.ExecuteJavaTest.ExecuteJavaTest.java,3,1,7,7
Public Class,org.apache.tools.ant.taskdefs.ExecuteOn,ExecuteOn.java,25.0,31.0,113.0,4.0,414.0,57,91.0,4.0,org.apache.tools.ant.taskdefs.ExecuteOn.ExecuteOn.java,6,1,7,7
Public Static Class,org.apache.tools.ant.taskdefs.ExecuteOn.FileDirBoth,ExecuteOn.java,0.0,1.0,10.0,0.0,7.0,43,0.0,2.0,org.apache.tools.ant.taskdefs.ExecuteOn.FileDirBoth.ExecuteOn.java,6,0,7,7
Public Class,org.apache.tools.ant.taskdefs.ExecuteWatchdog,ExecuteWatchdog.java,2.0,9.0,9.0,0.0,63.0,17,64.0,1.0,org.apache.tools.ant.taskdefs.ExecuteWatchdog.ExecuteWatchdog.java,6,0,7,7
Public Class,org.apache.tools.ant.taskdefs.ExecuteWatchdogTest,ExecuteWatchdogTest.java,4.0,10.0,10.0,0.0,91.0,21,50.0,2.0,org.apache.tools.ant.taskdefs.ExecuteWatchdogTest.ExecuteWatchdogTest.java,5,0,7,7
Anonymous Class,org.apache.tools.ant.taskdefs.ExecuteWatchdogTest.testManualStop.(Anon_1),ExecuteWatchdogTest.java,1.0,1.0,1.0,0.0,8.0,12,0.0,2.0,org.apache.tools.ant.taskdefs.ExecuteWatchdogTest.testManualStop.(Anon_1).ExecuteWatchdogTest.java,5,0,6,7
Public Class,org.apache.tools.ant.taskdefs.Exit,Exit.java,5.0,11.0,50.0,0.0,97.0,79,70.0,3.0,org.apache.tools.ant.taskdefs.Exit.Exit.java,6,1,7,7
Private Static Class,org.apache.tools.ant.taskdefs.Exit.NestedCondition,Exit.java,1.0,1.0,36.0,0.0,9.0,0,0.0,3.0,org.apache.tools.ant.taskdefs.Exit.NestedCondition.Exit.java,2,0,6,7
Public Class,org.apache.tools.ant.taskdefs.Expand,Expand.java,16.0,14.0,53.0,1.0,215.0,47,85.0,3.0,org.apache.tools.ant.taskdefs.Expand.Expand.java,7,1,7,7
Public Class,org.apache.tools.ant.taskdefs.FailTest,FailTest.java,2.0,16.0,48.0,0.0,107.0,13,0.0,3.0,org.apache.tools.ant.taskdefs.FailTest.FailTest.java,6,0,6,7
Public Class,org.apache.tools.ant.taskdefs.Filter,Filter.java,3.0,5.0,44.0,0.0,35.0,89,53.0,3.0,org.apache.tools.ant.taskdefs.Filter.Filter.java,7,0,6,7
Public Class,org.apache.tools.ant.taskdefs.FilterTest,FilterTest.java,0.0,13.0,45.0,0.0,70.0,3,0.0,3.0,org.apache.tools.ant.taskdefs.FilterTest.FilterTest.java,6,0,6,7
Public Class,org.apache.tools.ant.taskdefs.FixCRLF,FixCRLF.java,12.0,17.0,97.0,0.0,354.0,61,80.0,4.0,org.apache.tools.ant.taskdefs.FixCRLF.FixCRLF.java,7,1,7,7
Public Static Class,org.apache.tools.ant.taskdefs.FixCRLF.AddAsisRemove,FixCRLF.java,0.0,1.0,10.0,0.0,5.0,80,0.0,2.0,org.apache.tools.ant.taskdefs.FixCRLF.AddAsisRemove.FixCRLF.java,7,0,6,7
Public Static Class,org.apache.tools.ant.taskdefs.FixCRLF.CrLf,FixCRLF.java,0.0,1.0,10.0,0.0,6.0,17,0.0,2.0,org.apache.tools.ant.taskdefs.FixCRLF.CrLf.FixCRLF.java,4,0,6,7
Protected Class,org.apache.tools.ant.taskdefs.FixCRLF.OneLiner,FixCRLF.java,5.0,8.0,8.0,0.0,192.0,27,73.0,1.0,org.apache.tools.ant.taskdefs.FixCRLF.OneLiner.FixCRLF.java,4,0,7,7
Class,org.apache.tools.ant.taskdefs.FixCRLF.OneLiner.BufferLine,FixCRLF.java,2.0,19.0,19.0,0.0,68.0,0,78.0,1.0,org.apache.tools.ant.taskdefs.FixCRLF.OneLiner.BufferLine.FixCRLF.java,4,0,6,7
Public Class,org.apache.tools.ant.taskdefs.FixCrLfTest,FixCrLfTest.java,1.0,38.0,70.0,0.0,139.0,6,0.0,3.0,org.apache.tools.ant.taskdefs.FixCrLfTest.FixCrLfTest.java,4,0,7,7
Public Class,org.apache.tools.ant.taskdefs.GUnzip,GUnzip.java,3.0,3.0,54.0,0.0,37.0,73,0.0,4.0,org.apache.tools.ant.taskdefs.GUnzip.GUnzip.java,7,0,7,7
Public Class,org.apache.tools.ant.taskdefs.GUnzipTest,GUnzipTest.java,2.0,10.0,42.0,0.0,35.0,9,0.0,3.0,org.apache.tools.ant.taskdefs.GUnzipTest.GUnzipTest.java,6,0,7,7
Public Class,org.apache.tools.ant.taskdefs.GZip,GZip.java,2.0,2.0,54.0,0.0,17.0,29,0.0,4.0,org.apache.tools.ant.taskdefs.GZip.GZip.java,7,0,7,7
Public Class,org.apache.tools.ant.taskdefs.GenerateKey,GenerateKey.java,5.0,13.0,52.0,0.0,209.0,61,83.0,3.0,org.apache.tools.ant.taskdefs.GenerateKey.GenerateKey.java,6,0,7,7
Public Static Class,org.apache.tools.ant.taskdefs.GenerateKey.DistinguishedName,GenerateKey.java,1.0,4.0,4.0,0.0,43.0,58,25.0,1.0,org.apache.tools.ant.taskdefs.GenerateKey.DistinguishedName.GenerateKey.java,6,0,6,7
Public Static Class,org.apache.tools.ant.taskdefs.GenerateKey.DnameParam,GenerateKey.java,0.0,4.0,4.0,0.0,16.0,25,50.0,1.0,org.apache.tools.ant.taskdefs.GenerateKey.DnameParam.GenerateKey.java,6,0,6,7
Public Class,org.apache.tools.ant.taskdefs.Get,Get.java,7.0,10.0,49.0,0.0,206.0,80,71.0,3.0,org.apache.tools.ant.taskdefs.Get.Get.java,7,1,7,7
Protected Static Class,org.apache.tools.ant.taskdefs.Get.Base64Converter,Get.java,0.0,0.0,2.0,0.0,3.0,0,0.0,2.0,org.apache.tools.ant.taskdefs.Get.Base64Converter.Get.java,3,0,7,7
Public Static Class,org.apache.tools.ant.taskdefs.Get.NullProgress,Get.java,0.0,3.0,3.0,0.0,8.0,12,0.0,1.0,org.apache.tools.ant.taskdefs.Get.NullProgress.Get.java,2,0,6,7
Public Static Class,org.apache.tools.ant.taskdefs.Get.VerboseProgress,Get.java,1.0,4.0,4.0,0.0,21.0,90,37.0,1.0,org.apache.tools.ant.taskdefs.Get.VerboseProgress.Get.java,2,0,6,7
Public Class,org.apache.tools.ant.taskdefs.GetTest,GetTest.java,0.0,11.0,43.0,0.0,35.0,6,0.0,3.0,org.apache.tools.ant.taskdefs.GetTest.GetTest.java,6,0,6,7
Public Class,org.apache.tools.ant.taskdefs.GzipTest,GzipTest.java,0.0,10.0,42.0,0.0,41.0,5,0.0,3.0,org.apache.tools.ant.taskdefs.GzipTest.GzipTest.java,6,0,7,7
Public Class,org.apache.tools.ant.taskdefs.Import,Import.java,5.0,3.0,42.0,0.0,56.0,52,33.0,3.0,org.apache.tools.ant.taskdefs.Import.Import.java,2,0,6,7
Public Class,org.apache.tools.ant.taskdefs.ImportTask,ImportTask.java,6.0,3.0,42.0,0.0,61.0,77,33.0,3.0,org.apache.tools.ant.taskdefs.ImportTask.ImportTask.java,2,1,7,7
Public Class,org.apache.tools.ant.taskdefs.ImportTest,ImportTest.java,3.0,15.0,47.0,0.0,123.0,4,0.0,3.0,org.apache.tools.ant.taskdefs.ImportTest.ImportTest.java,2,0,7,7
Public Class,org.apache.tools.ant.taskdefs.InitializeClassTest,InitializeClassTest.java,2.0,4.0,36.0,0.0,25.0,24,50.0,3.0,org.apache.tools.ant.taskdefs.InitializeClassTest.InitializeClassTest.java,3,0,7,7
